Word1,Word2,Number of SMSs with co-occurences
download,n,1
download,new,1
download,order,1
download,p,1
download,ready,1
download,receive,1
download,restrictions,1
download,ringtones,1
download,send,1
download,service,1
download,sir,1
download,tones,1
download,tv,1
download,txt,1
download,u,2
download,ur,1
download,wap,1
download,way,1
download,weekly,1
download,weeks,1
download,yr,1
downloaded,goto,1
downloaded,httpdoit,1
downloaded,mymoby,1
downloaded,paid,1
downloaded,reminder,1
downloaded,tv,1
downloads,fone,1
downloads,free,2
downloads,get,2
downloads,hot,1
downloads,inclusive,1
downloads,link,1
downloads,members,1
downloads,mins,1
downloads,mobile,1
downloads,network,1
downloads,new,2
downloads,next,1
downloads,open,1
downloads,per,1
downloads,phone,1
downloads,polytruepixringtonesgames,1
downloads,reply,1
downloads,ripped,1
downloads,selection,1
downloads,sent,1
downloads,six,1
downloads,themobyo,1
downloads,ur,1
downloads,video,1
downloads,want,1
downloads,week,1
downloads,wwwclubmobycom,1
downloads,yo,1
downloads,yohere,1
dozens,free,1
dozens,games,1
dozens,great,1
dozens,helen,1
dozens,prizeswith,1
dozens,tddnewsletteremc1couk,1
dozens,thedailydraw,1
dps,entry,1
dps,fraction,1
dps,get,1
dps,hack,1
dps,ldn,1
dps,neo69,1
dps,pm,1
dps,reply,1
dps,rooms,1
dps,subscribe,1
dps,wc1n3xx,1
dracula,eerie,2
dracula,eg,2
dracula,exorcist,2
dracula,ghost,2
dracula,munsters,2
dracula,nokia,2
dracula,pobox36504w45wq,2
dracula,rply,2
dracula,title,2
dracula,titles,2
dracula,tone,2
dracula,tones,2
dracula,twilight,2
dracula,wwwgetzedcouk,2
draw,draws,1
draw,either,4
draw,elvis,1
draw,enter,5
draw,entered,3
draw,entry,7
draw,every,3
draw,feb,1
draw,free,7
draw,freeentry,1
draw,gb,1
draw,gent,2
draw,gift,13
draw,good,1
draw,guaranteed,18
draw,holiday,1
draw,in2,1
draw,iscoming,2
draw,j89,1
draw,k52,3
draw,k61,1
draw,knock,1
draw,land,9
draw,last,6
draw,line,9
draw,luck,1
draw,m95,2
draw,music,13
draw,name,1
draw,new,1
draw,next,1
draw,no1,1
draw,olympics,1
draw,one,1
draw,optin,1
draw,place,1
draw,pm,1
draw,po,1
draw,president,1
draw,presleys,1
draw,prize,17
draw,question,1
draw,r,3
draw,receipt,3
draw,registered,3
draw,removal,1
draw,replying,1
draw,rstm,1
draw,s89,1
draw,send,1
draw,services,1
draw,shows,15
draw,skillgame,2
draw,skillgame1winaweek,1
draw,sms,2
draw,spanish,1
draw,starting,3
draw,stop,2
draw,stoptxtstop150week,1
draw,store,3
draw,subscriber,3
draw,subscribers,1
draw,supply,2
draw,support,1
draw,sw7,1
draw,takes,1
draw,tc,1
draw,tcs,1
draw,tcsstop,2
draw,text,1
draw,thanks,1
draw,tnc,2
draw,tncs,5
draw,todays,9
draw,trying,14
draw,tscs,5
draw,txt,16
draw,u,17
draw,unsubscribe,1
draw,ur,12
draw,urgent,12
draw,us,1
draw,valid,10
draw,valid12hrs,3
draw,voucher,5
draw,vouchers,11
draw,week,4
draw,weekends,6
draw,weekly,7
draw,weeks,2
draw,whats,1
draw,whose,1
draw,win,5
draw,win150ppmx3age16,1
draw,winner,1
draw,wkly,4
draw,won,18
draw,word,3
draw,worth,2
draw,wwwidewcom,2
draw,wwwldewcom,2
draw,wwwldewcom1win150ppmx3age16,4
draw,wwwldewcom1win150ppmx3age16subscription,1
draw,wwwldewcomsubs161win150ppmx3,2
draw,wwwtklscom,1
draw,xmas,3
draw,xt,1
draw,y87,1
draw,year,2
draw,youre,1
draw,youve,1
draw,yr,2
drawplease,easter,1
drawplease,else,1
drawplease,fmyou,1
drawplease,hi,1
drawplease,hotmix,1
drawplease,mandy,1
drawplease,prize,1
drawplease,receive,1
drawplease,someone,1
drawplease,sullivan,1
drawplease,telephone,1
drawplease,transferred,1
draws,guaranteed,1
draws,land,1
draws,line,1
draws,prize,1
draws,shows,1
draws,todays,1
draws,trying,1
draws,u,1
draws,valid,1
draws,won,1
draws,xmas,1
dream,e,1
dream,fantasy,2
dream,find,1
dream,flyng,1
dream,followed,1
dream,football,2
dream,free,1
dream,g,1
dream,gamestar,2
dream,go,2
dream,horo,1
dream,meet,1
dream,nowsky,2
dream,opt,2
dream,partner,1
dream,play,2
dream,register,2
dream,saturday,2
dream,scoring,2
dream,sign,1
dream,sky,2
dream,soon,1
dream,star,1
dream,start,1
dream,starts,2
dream,team,2
dream,tv,2
dream,txt,1
dream,u,1
dream,ur,1
drinks,eire,2
drinks,envelope,2
drinks,holiday,2
drinks,hols,2
drinks,med,2
drinks,po,2
drinks,quiz,2
drinks,saturday,2
drinks,self,2
drinks,send,2
drinks,stamped,2
drinks,starts,2
drinks,stop,2
drinks,sunshine,2
drinks,uk,2
drinks,unsub,2
drinks,ur,2
drinks,us,2
drinks,wicklow,2
driving,ever,1
driving,everyone,1
driving,faster,1
driving,going,1
driving,idiot,1
driving,maniac,1
driving,notice,1
driving,slower,1
driving,youre,1
drop,either,2
drop,fixedline,2
drop,mobile,2
drop,ntt,2
drop,po,2
drop,shop,2
drop,till,2
drop,travel,2
drop,u,2
drop,vary,2
drop,voucher,2
drvgsto,email,1
drvgsto,jeri,1
drvgsto,listen,1
drvgsto,lowcost,1
drvgsto,prescripiton,1
drvgsto,stewartsize,1
duchess,first,2
duchess,high,2
duchess,know,2
duchess,moby,2
duchess,name,2
duchess,new,2
duchess,prize,2
duchess,pub,2
duchess,quizwin,2
duchess,sp,2
duchess,stop,2
duchess,street,2
duchess,txt,2
duchess,u,2
due,error,1
due,failed,1
due,free,1
due,giv,1
due,got,1
due,inclu,1
due,india,1
due,l8er,1
due,mega,1
due,mins,1
due,mobile,1
due,msg,1
due,network,1
due,o,1
due,order,1
due,previous,1
due,queries,1
due,resent,1
due,sed,1
due,servs,1
due,shit,1
due,want,1
due,yes,1
dvd,end,1
dvd,free,1
dvd,know,4
dvd,latest,1
dvd,liverpool,2
dvd,mid,2
dvd,mins,1
dvd,mobileupd8,1
dvd,motorola,1
dvd,mquiz,1
dvd,nokia,1
dvd,notifications,1
dvd,offer,1
dvd,orange,1
dvd,outbid,1
dvd,played,2
dvd,player,4
dvd,plyr,1
dvd,q,4
dvd,quiz,5
dvd,recorder,1
dvd,reply,1
dvd,shinco,1
dvd,simonwatson5120,1
dvd,sms,1
dvd,sony,5
dvd,sonyericsson,1
dvd,sptyrone,4
dvd,sunshine,5
dvd,super,1
dvd,text,1
dvd,top,4
dvd,txt,5
dvd,u,5
dvd,visit,1
dvd,week,2
dvd,win,5
dvd,wkly,4
dvd,xmas,1
e,eastenders,2
e,f,2
e,find,1
e,flower,2
e,flyng,1
e,followed,1
e,free,1
e,g,2
e,good,1
e,highest,1
e,horo,1
e,lily,2
e,luck,1
e,maximum,1
e,meet,1
e,next,1
e,partner,1
e,quiz,2
e,round,1
e,send,1
e,sign,1
e,soon,1
e,star,1
e,start,1
e,tulip,2
e,tv,2
e,txt,3
e,u,1
e,ur,1
e,violet,2
e,win,2
e,wkent150p16,2
e14,films,1
e14,filth,1
e14,filthy,1
e14,get,1
e14,ltd,1
e14,per,1
e14,phone,1
e14,pics,1
e14,rock,1
e14,rply,1
e14,saristar,1
e14,stop2,1
e14,xxx,1
e14,yr,1
eastenders,f,2
eastenders,flower,2
eastenders,lily,2
eastenders,quiz,2
eastenders,tulip,2
eastenders,tv,2
eastenders,txt,2
eastenders,violet,2
eastenders,win,2
eastenders,wkent150p16,2
easter,else,1
easter,fmyou,1
easter,hi,1
easter,hotmix,1
easter,mandy,1
easter,prize,1
easter,receive,1
easter,someone,1
easter,sullivan,1
easter,telephone,1
easter,transferred,1
easy,friend,3
easy,genuine,3
easy,good,3
easy,hmv,3
easy,infowww100percentrealcom,3
easy,min,3
easy,minute,5
easy,now1,1
easy,per,8
easy,picked,2
easy,play,3
easy,pound,4
easy,pounds,3
easy,prize,10
easy,questions,3
easy,send,3
easy,special,3
easy,thanks,3
easy,time,5
easy,tried,5
easy,u,8
easy,valued,2
easy,vodafone,2
easy,vouchers,3
easy,win,2
easy,won,13
easy,xmas,3
ec2a,get,4
ec2a,gravel,1
ec2a,join,4
ec2a,laid,3
ec2a,laidwant,1
ec2a,largest,4
ec2a,locations,4
ec2a,moan,1
ec2a,mob,2
ec2a,mobile,2
ec2a,network,4
ec2a,nownyt,1
ec2a,nt,1
ec2a,nyt,1
ec2a,park,1
ec2a,real,4
ec2a,sent,4
ec2a,tonight,2
ec2a,txt,2
ec2a,txting,2
ec2a,uks,4
ec2a,ur,3
ec2a,wamma,1
ec2a,wanna,1
ec2a,want,3
echo,enjoy,1
echo,receiving,1
echo,ringtone,1
echo,shortly,1
echo,triple,1
echo,weeks,1
ecstacy,erotic,1
ecstacy,girls,1
ecstacy,nat,1
ecstacy,rate,1
ecstacy,send,1
ecstacy,stop,1
ecstacy,texts,1
eerie,eg,2
eerie,exorcist,2
eerie,free,3
eerie,ghost,2
eerie,halloween,3
eerie,logo,2
eerie,logopic,3
eerie,message,3
eerie,mob,3
eerie,munsters,2
eerie,nokia,3
eerie,per,2
eerie,pic,2
eerie,plus,3
eerie,pobox36504w45wq,2
eerie,rply,2
eerie,spook,3
eerie,sppok,1
eerie,title,2
eerie,titles,2
eerie,tone,5
eerie,tones,2
eerie,twilight,2
eerie,txt,3
eerie,ur,1
eerie,wwwgetzedcouk,2
eerie,zed,2
efreefone,even,1
efreefone,free,1
efreefone,guaranteed,1
efreefone,legitimat,1
efreefone,maybe,1
efreefone,number,1
efreefone,think,1
efreefone,u,1
efreefone,ur,1
efreefone,wat,1
efreefone,won,1
eg,england,1
eg,eve,2
eg,even,1
eg,exorcist,2
eg,find,1
eg,finest,1
eg,flirt,1
eg,flirting,1
eg,free,2
eg,freeringtone,1
eg,gender,1
eg,get,1
eg,getzedcouk,1
eg,ghost,2
eg,girl,1
eg,goals,1
eg,goalsteam,1
eg,golddigger,1
eg,gr8,1
eg,heart,2
eg,jamz,1
eg,join,3
eg,joined,2
eg,kick,1
eg,logo,2
eg,love,2
eg,lover,2
eg,macedonia,1
eg,meet,1
eg,miss,1
eg,mobile,1
eg,mobno,2
eg,mobs,1
eg,mono,1
eg,msg,1
eg,munsters,2
eg,name,3
eg,name1,2
eg,name2,2
eg,names,2
eg,national,1
eg,new,1
eg,news,2
eg,nokia,2
eg,pence,1
eg,please,1
eg,pobox36504w45wq,4
eg,pobox365o4w45wq,1
eg,poboxox36504w45wq,1
eg,poly,3
eg,poly3,1
eg,pushbutton,1
eg,real,1
eg,real1,1
eg,recdthirtyeight,1
eg,reply,4
eg,rply,3
eg,sam,1
eg,scotland,1
eg,season,1
eg,send,2
eg,sexy,1
eg,sleepingwith,1
eg,slide,1
eg,slow,1
eg,someone,1
eg,stop,1
eg,team,1
eg,text,1
eg,title,3
eg,titles,3
eg,today,1
eg,tone,3
eg,tones,4
eg,toxic,1
eg,trywales,1
eg,twilight,2
eg,txt,6
eg,txtno,2
eg,u,2
eg,ur,5
eg,v,1
eg,villa,1
eg,webeburnin,1
eg,welcome,1
eg,wwwgetzedcouk,2
eg,yahoo,2
eg,yeah,1
eg,ymca,1
eg,zoe,1
eg23f,eg23g,1
eg23f,f,1
eg23f,followed,1
eg23f,g,1
eg23f,gay,1
eg23f,gender,1
eg23f,m,1
eg23f,men,1
eg23f,sexy,1
eg23f,singles,1
eg23f,text,1
eg23f,waiting,1
eg23f,wither,1
eg23g,f,1
eg23g,followed,1
eg23g,g,1
eg23g,gay,1
eg23g,gender,1
eg23g,m,1
eg23g,men,1
eg23g,sexy,1
eg23g,singles,1
eg23g,text,1
eg23g,waiting,1
eg23g,wither,1
eh74rr,holiday,1
eh74rr,james,1
eh74rr,landline,1
eh74rr,lux,1
eh74rr,please,1
eh74rr,ppm,1
eh74rr,sae,1
eh74rr,sol,1
eh74rr,tcs,1
eh74rr,urgent,1
eire,envelope,2
eire,holiday,2
eire,hols,2
eire,med,2
eire,po,2
eire,quiz,2
eire,saturday,2
eire,self,2
eire,send,2
eire,stamped,2
eire,starts,2
eire,stop,2
eire,sunshine,2
eire,uk,2
eire,unsub,2
eire,ur,2
eire,us,2
eire,wicklow,2
either,entry,4
either,fixedline,2
either,free,4
either,gift,5
either,going,2
either,guaranteed,1
either,iscoming,2
either,live,2
either,mobile,2
either,music,4
either,mystery,1
either,ntt,2
either,of2000,2
either,operator,2
either,opt,2
either,po,2
either,prize,1
either,r,2
either,records,1
either,shop,2
either,speak,2
either,supply,1
either,till,2
either,tnc,2
either,tncs,2
either,top,1
either,travel,2
either,tscs,1
either,txt,6
either,u,3
either,ur,7
either,vary,2
either,virgin,1
either,voucher,2
either,vouchers,4
either,weekly,4
either,weeks,1
either,win150ppmx3age16,1
either,won,1
either,wwwldewcom,1
either,wwwldewcom1win150ppmx3age16,1
either,wwwldewcom1win150ppmx3age16subscription,1
either,wwwsmsconet,1
either,x,2
either,xmas,2
either,yrs,1
else,fmyou,1
else,hi,1
else,hotmix,1
else,mandy,1
else,prize,1
else,receive,1
else,someone,1
else,sullivan,1
else,telephone,1
else,transferred,1
elvis,entered,1
elvis,gift,1
elvis,presleys,1
elvis,receipt,1
elvis,subscriber,1
elvis,txt,1
elvis,ur,1
elvis,voucher,1
em,get,1
em,like,1
em,new,1
em,pobox36504w45wq,1
em,rcd,1
em,speed,1
em,speedchat,1
em,swap,1
em,try,1
em,txt,1
email,jeri,1
email,listen,1
email,lowcost,1
email,prescripiton,1
email,stewartsize,1
end,energy,1
end,female,1
end,fifa,1
end,first,1
end,free,1
end,freemsg,2
end,fun,1
end,games,1
end,get,1
end,havent,1
end,hear,2
end,held,1
end,help,1
end,high,1
end,hockey,1
end,horny,2
end,hot,1
end,hubbys,1
end,ice,1
end,im,2
end,incorrect,1
end,jersey,1
end,jsco,1
end,june,1
end,king,1
end,know,1
end,la1,1
end,leadership,1
end,live,3
end,local,2
end,lord,1
end,lotr,1
end,love,1
end,ltd,2
end,ltdhelpdesk,1
end,luv,1
end,man,1
end,may,1
end,msg,3
end,n,1
end,need,1
end,netcollex,3
end,new,1
end,notifications,1
end,nowreply,1
end,otbox,1
end,outbid,1
end,per,3
end,play,2
end,plyr,1
end,poly,1
end,professional,1
end,psychic,1
end,r,1
end,randy,1
end,ready,1
end,real,1
end,rec,1
end,red,1
end,replied,1
end,reply,9
end,ringsreturn,1
end,ringtone,1
end,satisfy,1
end,send,2
end,service,2
end,sex,1
end,sexy,1
end,shinco,1
end,simonwatson5120,1
end,skills,1
end,sms,3
end,soundtrack,1
end,sport,1
end,sptv,1
end,stdtxtrate,1
end,stop,8
end,store,1
end,strings,1
end,strong,1
end,strt,1
end,text,3
end,tiger,1
end,todays,1
end,tone,1
end,tones,1
end,town,1
end,true,1
end,txt,2
end,txts,1
end,u,3
end,ur,1
end,visit,1
end,want,1
end,weekly,2
end,wife,1
end,willing,1
end,win,3
end,wings,1
end,woods,1
end,world,1
end,wquestion,1
ending,four,1
ending,hava,1
ending,last,1
ending,match,5
ending,matches,3
ending,number,3
ending,numbers,8
ending,phony,1
ending,please,6
ending,quoting,5
ending,rates,5
ending,receive,7
ending,received,1
ending,reward,1
ending,selected,8
ending,standard,5
ending,todays,8
ending,voda,5
ending,vodafone,3
ending,xxxx,1
ends,free,4
ends,go,1
ends,handset,1
ends,july,1
ends,loyalty,3
ends,may,3
ends,offer,3
ends,optout,2
ends,orange,2
ends,pay,1
ends,phone,3
ends,please,1
ends,regard,1
ends,renewing,1
ends,sim,1
ends,subject,1
ends,tcs,2
ends,tel,1
ends,tmobile,2
ends,today,1
ends,ts,1
ends,upgrade,3
ends,upgrading,1
ends,upgrdcentre,1
energy,got,2
energy,high,1
energy,itcould,2
energy,jsco,1
energy,know,1
energy,le,2
energy,leadership,1
energy,lucozade,2
energy,lucozadecoukwrc,2
energy,may,1
energy,oz,2
energy,packs,2
energy,part,2
energy,psychic,1
energy,r,1
energy,rally,2
energy,reply,1
energy,see,2
energy,skills,1
energy,sms,1
energy,strong,1
energy,take,2
energy,takes,2
energy,text,2
energy,u,3
energy,ur,1
energy,wquestion,1
energy,wrc,2
eng,england,4
eng,flag,4
eng,game,2
eng,get,4
eng,mobile,4
eng,official,4
eng,optout,4
eng,poly,4
eng,ringtone,4
eng,stop,4
eng,text,4
eng,tone,4
eng,tonights,2
eng,txt,4
eng,w111wx,4
eng,well,2
eng,yer,4
england,euro,1
england,flag,5
england,following,1
england,game,2
england,get,7
england,go,2
england,goalsteam,1
england,info,1
england,lionm,2
england,lionp,2
england,lions,2
england,macedonia,1
england,message,1
england,miss,1
england,mobile,4
england,mono,2
england,n,2
england,national,1
england,network,2
england,news,1
england,offer,1
england,official,4
england,operator,2
england,optout,4
england,original,2
england,phone,1
england,poboxox36504w45wq,1
england,poly,6
england,rates,2
england,reply,2
england,ringtone,4
england,scotland,1
england,service,1
england,show,1
england,stop,4
england,team,1
england,text,4
england,tone,7
england,tones,2
england,tonights,2
england,trywales,1
england,txt,5
england,ur,2
england,v,1
england,w111wx,4
england,well,2
england,wwwringtonescouk,2
england,yer,4
enjoy,enough,1
enjoy,experiencehttpwwwvouch4mecometlpdiningasp,1
enjoy,folks,1
enjoy,following,1
enjoy,forget,1
enjoy,fun,2
enjoy,gbpsms,1
enjoy,get,2
enjoy,getting,1
enjoy,gold,1
enjoy,gprs,1
enjoy,gr8,1
enjoy,great,1
enjoy,help,2
enjoy,holder,1
enjoy,inforingtonekingcouk,1
enjoy,jamster,1
enjoy,jamstercouk,1
enjoy,keyword,1
enjoy,kick,1
enjoy,life,1
enjoy,link,1
enjoy,logosmusicnews,1
enjoy,made,1
enjoy,meal,1
enjoy,mobile,1
enjoy,much,1
enjoy,must,1
enjoy,name,1
enjoy,need,1
enjoy,never,1
enjoy,new,1
enjoy,next,2
enjoy,normal,1
enjoy,one,3
enjoy,opt,1
enjoy,pass,1
enjoy,pc,1
enjoy,picsfree1,1
enjoy,polyphonic,1
enjoy,pro,1
enjoy,received,1
enjoy,receiving,1
enjoy,redeemable,1
enjoy,ringtone,1
enjoy,ringtones,1
enjoy,rtking,1
enjoy,sent,1
enjoy,service,1
enjoy,shortly,1
enjoy,special,1
enjoy,splashmobile,1
enjoy,subscrition,1
enjoy,text,2
enjoy,tones,2
enjoy,touch,1
enjoy,triple,1
enjoy,truly,1
enjoy,txt,1
enjoy,u,1
enjoy,us,1
enjoy,use,1
enjoy,vid,1
enjoy,video,2
enjoy,videosound,1
enjoy,videosounds2,1
enjoy,voucher,1
enjoy,waiting,1
enjoy,weekly,1
enjoy,weeks,1
enjoy,wk,1
enjoy,wont,1
enjoy,wwwringtonekingcouk,1
enjoy,xxx,1
enjoyed,free,1
enjoyed,help08712400602450p,2
enjoyed,hope,2
enjoyed,new,2
enjoyed,provided,2
enjoyed,stop,2
enjoyed,text,2
enjoyed,tones,1
enjoyed,tones2youcouk,2
enjoyed,unsubscribe,2
enough,find,1
enough,get,1
enough,keyword,1
enough,next,1
enough,one,1
enough,picsfree1,1
enough,sent,1
enough,text,1
enough,unique,1
enough,vid,1
enough,video,1
enough,wwwareyouuniquecouk,1
enough,xxx,1
enter,entry,2
enter,forwarded,1
enter,free,1
enter,gb,1
enter,gift,2
enter,in2,1
enter,knock,1
enter,mobile,2
enter,music,2
enter,name,1
enter,new,1
enter,one,1
enter,personal,2
enter,president,1
enter,prize,2
enter,prompts,2
enter,question,1
enter,r,1
enter,registered,1
enter,replying,1
enter,send,2
enter,stop,1
enter,stoptxtstop150week,1
enter,store,3
enter,subscribers,1
enter,supply,2
enter,support,1
enter,tc,2
enter,tcs,1
enter,tells,2
enter,text,1
enter,thanks,1
enter,tscs,2
enter,txt,4
enter,u,4
enter,unsubscribe,1
enter,ur,4
enter,us,1
enter,voucher,2
enter,week,1
enter,weekly,5
enter,whose,1
enter,win,2
enter,word,2
enter,worth,2
enter,wwwldewcomsubs161win150ppmx3,2
enter,wwwtextcompcom,2
enter,wwwtklscom,1
enter,year,2
enter,yr,1
entered,fancy,3
entered,find,3
entered,gift,3
entered,landline,3
entered,next,1
entered,no1,1
entered,olympics,1
entered,optin,1
entered,phone,3
entered,pobox1,1
entered,pobox12n146tf15,1
entered,pobox12n146tf150p,1
entered,presleys,1
entered,receipt,3
entered,registered,2
entered,service,3
entered,someone,3
entered,subscriber,3
entered,txt,2
entered,ur,2
entered,voucher,3
entered,w14rg,1
entered,whats,1
entered,youto,1
entered,yr,1
entitled,free,8
entitled,freemsg,1
entitled,indicate,2
entitled,latest,6
entitled,may,1
entitled,maybe,1
entitled,mobile,6
entitled,mobiles,2
entitled,months,2
entitled,msg,2
entitled,opt,1
entitled,pounds,2
entitled,r,2
entitled,records,2
entitled,reply,2
entitled,stop,2
entitled,text,1
entitled,txt,1
entitled,u,3
entitled,update,6
entitled,vco,1
entitled,yes,1
entry,every,3
entry,fa,2
entry,final,2
entry,follow,1
entry,forwarded,1
entry,fraction,1
entry,free,17
entry,get,4
entry,gift,4
entry,gr8prizes,1
entry,great,1
entry,guaranteed,3
entry,hack,1
entry,horniest,1
entry,httpwwwgr8prizescom,1
entry,instructions,1
entry,ipod,5
entry,iscoming,2
entry,join,1
entry,latest,1
entry,ldn,1
entry,may,2
entry,music,7
entry,neo69,1
entry,nokia,1
entry,nytec2a3lpmsg150p,1
entry,pm,1
entry,pod,4
entry,psp,1
entry,questionstd,2
entry,r,2
entry,rate,3
entry,ratetcs,2
entry,receive,2
entry,ree,1
entry,reply,1
entry,rooms,1
entry,send,3
entry,service,1
entry,sex,1
entry,sign,1
entry,std,3
entry,subscribe,1
entry,tc,4
entry,tcs,3
entry,text,3
entry,textpod,2
entry,tkts,2
entry,tnc,2
entry,tncs,4
entry,tscs,2
entry,txt,15
entry,u,1
entry,uks,1
entry,ur,7
entry,vouchers,7
entry,vpod,1
entry,wc1n3xx,1
entry,week,2
entry,weekly,11
entry,win,10
entry,win150ppmx3age16,1
entry,wk,2
entry,wkly,6
entry,wktxt,1
entry,word,4
entry,wwwldewcom,1
entry,wwwldewcom1win150ppmx3age16,3
entry,wwwldewcom1win150ppmx3age16subscription,1
entry,wwwtextcompcom,2
entry,wwwtextpodnet,2
entry,wwwtxttowincouk,2
entry,xmas,2
envelope,holiday,2
envelope,hols,2
envelope,med,2
envelope,po,2
envelope,quiz,2
envelope,saturday,2
envelope,self,2
envelope,send,2
envelope,stamped,2
envelope,starts,2
envelope,stop,2
envelope,sunshine,2
envelope,uk,2
envelope,unsub,2
envelope,ur,2
envelope,us,2
envelope,wicklow,2
erotic,girls,1
erotic,nat,1
erotic,rate,1
erotic,send,1
erotic,stop,1
erotic,texts,1
error,failed,1
error,mobile,1
error,msg,1
error,network,1
error,order,1
error,previous,1
error,queries,1
error,resent,1
etc,free,5
etc,freemsg,1
etc,getting,1
etc,join,1
etc,la32wu,1
etc,latest,2
etc,mates,1
etc,matrix3,3
etc,messagestext,1
etc,mins,2
etc,miss,3
etc,mnths,2
etc,mobile,2
etc,motorola,2
etc,nokia,2
etc,nowuse,1
etc,offering,1
etc,ok,1
etc,one,1
etc,orange,2
etc,pass,3
etc,pound,1
etc,records,2
etc,remove,3
etc,ringtone,1
etc,sms,1
etc,special,3
etc,starwars3,3
etc,stop,1
etc,suprman,3
etc,tariffs,2
etc,tc,1
etc,text,2
etc,texts,1
etc,tones,1
etc,txt250com,1
etc,txtx,1
etc,ur,1
etc,v,3
etc,web2mobile,1
etc,year,3
etc,yes,2
euro,euro2004,2
euro,flag,1
euro,following,1
euro,get,3
euro,info,1
euro,informed,2
euro,kept,2
euro,kickoff,2
euro,latest,2
euro,message,1
euro,news,2
euro,offer,1
euro,phone,1
euro,results,2
euro,send,2
euro,service,1
euro,show,1
euro,stop,2
euro,tone,1
euro,u,2
euro,unsubscribe,2
euro,ur,1
euro2004,final,2
euro2004,get,3
euro2004,informed,2
euro2004,kept,3
euro2004,kick,1
euro2004,kickoff,2
euro2004,latest,3
euro2004,news,3
euro2004,pobox,2
euro2004,removed,1
euro2004,results,3
euro2004,send,3
euro2004,stop,3
euro2004,tkts,2
euro2004,txt,1
euro2004,u,3
euro2004,unsubscribe,2
euro2004,won,2
euro2004,youve,2
eurodisinc,ls1,2
eurodisinc,shracomorsglsuplt10,2
eurodisinc,trav,2
eurodisinc,trip,2
eurodisinc,txt,2
eurodisinc,ur,2
eurodisinc,urgent,2
europe,flights,1
europe,free,1
europe,friend,1
europe,give,1
europe,sept,1
europe,take,1
europe,urgent,1
eve,fast,1
eve,fri,1
eve,heart,2
eve,joined,2
eve,last,1
eve,like,2
eve,little,2
eve,logo,2
eve,love,2
eve,lover,2
eve,mobno,2
eve,name1,2
eve,name2,2
eve,names,2
eve,new,1
eve,night,1
eve,ones,2
eve,pobox36504w45wq,2
eve,sale,1
eve,santa,2
eve,sat,1
eve,selling,1
eve,send,2
eve,tc,1
eve,theyre,1
eve,thurs,1
eve,tickets,1
eve,till,1
eve,time,2
eve,txt,2
eve,txtno,2
eve,ur,2
eve,week,1
eve,would,2
eve,wwwsantacallingcom,1
eve,xmas,3
eve,yahoo,2
eve,years,1
even,find,1
even,flirt,1
even,free,3
even,getstop,2
even,guaranteed,3
even,join,1
even,legitimat,1
even,like,1
even,loans,1
even,many,1
even,maybe,1
even,meet,1
even,msg,1
even,name,1
even,noworriesloanscom,1
even,number,1
even,pence,1
even,php,2
even,purpose,1
even,recdthirtyeight,1
even,reply,1
even,restrictions,1
even,rg21,1
even,ringtones,1
even,sam,1
even,send,1
even,sexy,1
even,sir,1
even,someone,1
even,stop,2
even,tenants,1
even,text,1
even,think,1
even,today,1
even,txt,1
even,u,3
even,ur,3
even,wat,1
even,welcome,1
even,won,3
even,yr,1
evening,guys,1
evening,join,1
evening,like,1
evening,ls278bb,1
evening,minapn,1
evening,minded,1
evening,people,1
evening,theres,1
ever,everyone,1
ever,faster,1
ever,get,1
ever,give,1
ever,going,1
ever,good,1
ever,got,1
ever,idiot,1
ever,join,1
ever,life,1
ever,living,1
ever,lots,1
ever,maniac,1
ever,mobile,1
ever,name,1
ever,notice,1
ever,partner,1
ever,perfect,1
ever,slower,1
ever,thought,1
ever,txt,1
ever,weekend,1
ever,welcome,1
ever,wwwcashbincouk,1
ever,youre,1
every,free,18
every,free2day,2
every,friends,4
every,georges,2
every,get,15
every,gift,3
every,girls,1
every,gr8,2
every,gr8prizes,1
every,great,1
every,hl,4
every,httpwwwgr8prizescom,1
every,instant,1
every,ipod,2
every,jordan,1
every,jordantxt,2
every,latest,1
every,local,1
every,m,1
every,many,1
every,mates,7
every,min,1
every,miss,2
every,mob,9
every,mobile,4
every,msg,1
every,music,3
every,national,1
every,need,1
every,new,2
every,no1,7
every,nok,2
every,nokia,10
every,norm,1
every,norm150ptone,6
every,number,1
every,opt,1
every,optout,1
every,per,2
every,phone,1
every,pic,3
every,pics,3
every,play,3
every,player,1
every,pobox,7
every,pocketbabecouk,3
every,pod,1
every,pole,1
every,polyphonic,3
every,polys,2
every,promotion,1
every,psp,1
every,pt2,2
every,r,1
every,rate,1
every,ready,1
every,reply,5
every,ring,1
every,ringtone,2
every,saucy,2
every,send,1
every,sent,1
every,sex,1
every,sexual,1
every,sexy,3
every,shopping,4
every,skilgme,3
every,skillgame,2
every,skillgame1winaweek,1
every,spree,4
every,st,2
every,starting,4
every,stop,1
every,store,4
every,subpoly,1
every,summer,3
every,tell,11
every,text,5
every,textpod,2
every,tone,13
every,tones,2
every,top,2
every,toppoly,1
every,tscs,8
every,tscs08714740323,1
every,tscs087147403231winawkage16,2
every,tune,1
every,txt,22
every,txtin,4
every,txting,7
every,u,4
every,unsub,1
every,ur,20
every,uve,1
every,virgins,1
every,vouchers,3
every,vpod,1
every,w4,1
every,w45wq,6
every,week,21
every,win,13
every,wins,1
